code,description,sex,diagnosis_count,category
O23,Infections of genitourinary tract in pregnancy,Male,3.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O24,Diabetes mellitus in pregnancy,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O25,Malnutrition in pregnancy,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O26,Maternal care for other conditions predominantly related to pregnancy,Male,13.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O28,Abnormal findings on antenatal screening of mother,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O29,Complications of anaesthesia during pregnancy,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O30,Multiple gestation,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O31,Complications specific to multiple gestation,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O32,Maternal care for known or suspected malpresentation of fetus,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O33,Maternal care for known or suspected disproportion,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O34,Maternal care for known or suspected abnormality of pelvic organs,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O35,Maternal care for known or suspected fetal abnormality and damage,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O36,Maternal care for other known or suspected fetal problems,Male,16.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O40,Polyhydramnios,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O41,Other disorders of amniotic fluid and membranes,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O42,Premature rupture of membranes,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O43,Placental disorders,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O44,Placenta praevia,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O45,Premature separation of placenta [abruptio placentae],Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O46,"Antepartum haemorrhage, not elsewhere classified",Male,3.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O47,False labour,Male,4.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O48,Prolonged pregnancy,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O60,Preterm labour and delivery,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O61,Failed induction of labour,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O62,Abnormalities of forces of labour,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O63,Long labour,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O64,Obstructed labour due to malposition and malpresentation of fetus,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O65,Obstructed labour due to maternal pelvic abnormality,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O66,Other obstructed labour,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O68,Labour and delivery complicated by fetal stress [distress],Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O69,Labour and delivery complicated by umbilical cord complications,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O70,Perineal laceration during delivery,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O71,Other obstetric trauma,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O72,Postpartum haemorrhage,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O73,"Retained placenta and membranes, without haemorrhage",Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O74,Complications of anaesthesia during labour and delivery,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O75,"Other complications of labour and delivery, not elsewhere classified",Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O80,Single spontaneous delivery,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O81,Single delivery by forceps and vacuum extractor,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O82,Single delivery by caesarean section,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O83,Other assisted single delivery,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O85,Puerperal sepsis,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O86,Other puerperal infections,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O87,Venous complications and haemorrhoids in the puerperium,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O88,Obstetric embolism,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O89,Complications of anaesthesia during the puerperium,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O90,"Complications of the puerperium, not elsewhere classified",Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O91,Infections of breast associated with childbirth,Male,1.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O92,Other disorders of breast and lactation associated with childbirth,Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O98,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Male,0.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
O99,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Male,11.0,"Pregnancy, childbirth and the puerperium (O00–O99)"
P00,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,Male,8.0,Certain conditions originating in the perinatal period (P00–P96)
P01,Fetus and newborn affected by maternal complications of pregnancy,Male,12.0,Certain conditions originating in the perinatal period (P00–P96)
P02,"Fetus and newborn affected by complications of placenta, cord and membranes",Male,63.0,Certain conditions originating in the perinatal period (P00–P96)
P03,Fetus and newborn affected by other complications of labour and delivery,Male,4.0,Certain conditions originating in the perinatal period (P00–P96)
P05,Slow fetal growth and fetal malnutrition,Male,2915.0,Certain conditions originating in the perinatal period (P00–P96)
P07,"Disorders related to short gestation and low birth weight, not elsewhere classified",Male,23700.0,Certain conditions originating in the perinatal period (P00–P96)
P08,Disorders related to long gestation and high birth weight,Male,6318.0,Certain conditions originating in the perinatal period (P00–P96)
P10,Intracranial laceration and haemorrhage due to birth injury,Male,44.0,Certain conditions originating in the perinatal period (P00–P96)
P11,Other birth injuries to central nervous system,Male,97.0,Certain conditions originating in the perinatal period (P00–P96)
P12,Birth injury to scalp,Male,2126.0,Certain conditions originating in the perinatal period (P00–P96)
P13,Birth injury to skeleton,Male,209.0,Certain conditions originating in the perinatal period (P00–P96)
P14,Birth injury to peripheral nervous system,Male,113.0,Certain conditions originating in the perinatal period (P00–P96)
P15,Other birth injuries,Male,2083.0,Certain conditions originating in the perinatal period (P00–P96)
P20,Intrauterine hypoxia,Male,9363.0,Certain conditions originating in the perinatal period (P00–P96)
P21,Birth asphyxia,Male,553.0,Certain conditions originating in the perinatal period (P00–P96)
P22,Respiratory distress of newborn,Male,17861.0,Certain conditions originating in the perinatal period (P00–P96)
P23,Congenital pneumonia,Male,573.0,Certain conditions originating in the perinatal period (P00–P96)
P24,Neonatal aspiration syndromes,Male,784.0,Certain conditions originating in the perinatal period (P00–P96)
P25,Interstitial emphysema and related conditions originating in the perinatal period,Male,448.0,Certain conditions originating in the perinatal period (P00–P96)
P26,Pulmonary haemorrhage originating in the perinatal period,Male,24.0,Certain conditions originating in the perinatal period (P00–P96)
P27,Chronic respiratory disease originating in the perinatal period,Male,731.0,Certain conditions originating in the perinatal period (P00–P96)
P28,Other respiratory conditions originating in the perinatal period,Male,10323.0,Certain conditions originating in the perinatal period (P00–P96)
P29,Cardiovascular disorders originating in the perinatal period,Male,2255.0,Certain conditions originating in the perinatal period (P00–P96)
P35,Congenital viral diseases,Male,184.0,Certain conditions originating in the perinatal period (P00–P96)
P36,Bacterial sepsis of newborn,Male,6336.0,Certain conditions originating in the perinatal period (P00–P96)
P37,Other congenital infectious and parasitic diseases,Male,147.0,Certain conditions originating in the perinatal period (P00–P96)
P38,Omphalitis of newborn with or without mild haemorrhage,Male,534.0,Certain conditions originating in the perinatal period (P00–P96)
P39,Other infections specific to the perinatal period,Male,3189.0,Certain conditions originating in the perinatal period (P00–P96)
P50,Fetal blood loss,Male,20.0,Certain conditions originating in the perinatal period (P00–P96)
P51,Umbilical haemorrhage of newborn,Male,43.0,Certain conditions originating in the perinatal period (P00–P96)
P52,Intracranial nontraumatic haemorrhage of fetus and newborn,Male,158.0,Certain conditions originating in the perinatal period (P00–P96)
P53,Haemorrhagic disease of fetus and newborn,Male,5.0,Certain conditions originating in the perinatal period (P00–P96)
P54,Other neonatal haemorrhages,Male,473.0,Certain conditions originating in the perinatal period (P00–P96)
P55,Haemolytic disease of fetus and newborn,Male,417.0,Certain conditions originating in the perinatal period (P00–P96)
P56,Hydrops fetalis due to haemolytic disease,Male,2.0,Certain conditions originating in the perinatal period (P00–P96)
P57,Kernicterus,Male,5.0,Certain conditions originating in the perinatal period (P00–P96)
P58,Neonatal jaundice due to other excessive haemolysis,Male,175.0,Certain conditions originating in the perinatal period (P00–P96)
P59,Neonatal jaundice from other and unspecified causes,Male,30239.0,Certain conditions originating in the perinatal period (P00–P96)
P60,Disseminated intravascular coagulation of fetus and newborn,Male,6.0,Certain conditions originating in the perinatal period (P00–P96)
P61,Other perinatal haematological disorders,Male,383.0,Certain conditions originating in the perinatal period (P00–P96)
P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,Male,4412.0,Certain conditions originating in the perinatal period (P00–P96)
P71,Transitory neonatal disorders of calcium and magnesium metabolism,Male,36.0,Certain conditions originating in the perinatal period (P00–P96)
P72,Other transitory neonatal endocrine disorders,Male,41.0,Certain conditions originating in the perinatal period (P00–P96)
P74,Other transitory neonatal electrolyte and metabolic disturbances,Male,422.0,Certain conditions originating in the perinatal period (P00–P96)
P75,Meconium ileus in cystic fibrosis,Male,9.0,Certain conditions originating in the perinatal period (P00–P96)
P76,Other intestinal obstruction of newborn,Male,210.0,Certain conditions originating in the perinatal period (P00–P96)
P77,Necrotizing enterocolitis of fetus and newborn,Male,257.0,Certain conditions originating in the perinatal period (P00–P96)
P78,Other perinatal digestive system disorders,Male,2114.0,Certain conditions originating in the perinatal period (P00–P96)
P80,Hypothermia of newborn,Male,2056.0,Certain conditions originating in the perinatal period (P00–P96)
P81,Other disturbances of temperature regulation of newborn,Male,1608.0,Certain conditions originating in the perinatal period (P00–P96)
P83,Other conditions of integument specific to fetus and newborn,Male,3119.0,Certain conditions originating in the perinatal period (P00–P96)
P90,Convulsions of newborn,Male,189.0,Certain conditions originating in the perinatal period (P00–P96)
P91,Other disturbances of cerebral status of newborn,Male,928.0,Certain conditions originating in the perinatal period (P00–P96)
P92,Feeding problems of newborn,Male,8023.0,Certain conditions originating in the perinatal period (P00–P96)
P93,Reactions and intoxications due to drugs administered to fetus and newborn,Male,0.0,Certain conditions originating in the perinatal period (P00–P96)
P94,Disorders of muscle tone of newborn,Male,488.0,Certain conditions originating in the perinatal period (P00–P96)
P95,Fetal death of unspecified cause,Male,640.0,Certain conditions originating in the perinatal period (P00–P96)
P96,Other conditions originating in the perinatal period,Male,1907.0,Certain conditions originating in the perinatal period (P00–P96)
Q00,Anencephaly and similar malformations,Male,11.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q01,Encephalocele,Male,70.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q02,Microcephaly,Male,127.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q03,Congenital hydrocephalus,Male,323.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q04,Other congenital malformations of brain,Male,661.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q05,Spina bifida,Male,372.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q06,Other congenital malformations of spinal cord,Male,146.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q07,Other congenital malformations of nervous system,Male,437.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",Male,578.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q11,"Anophthalmos, microphthalmos and macrophthalmos",Male,48.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q12,Congenital lens malformations,Male,2081.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q13,Congenital malformations of anterior segment of eye,Male,57.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q14,Congenital malformations of posterior segment of eye,Male,37.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q15,Other congenital malformations of eye,Male,215.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q16,Congenital malformations of ear causing impairment of hearing,Male,53.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q17,Other congenital malformations of ear,Male,697.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q18,Other congenital malformations of face and neck,Male,899.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q20,Congenital malformations of cardiac chambers and connections,Male,1248.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q21,Congenital malformations of cardiac septa,Male,4178.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q22,Congenital malformations of pulmonary and tricuspid valves,Male,627.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q23,Congenital malformations of aortic and mitral valves,Male,1777.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q24,Other congenital malformations of heart,Male,552.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q25,Congenital malformations of great arteries,Male,1807.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q26,Congenital malformations of great veins,Male,286.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q27,Other congenital malformations of peripheral vascular system,Male,1505.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q28,Other congenital malformations of circulatory system,Male,1262.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q30,Congenital malformations of nose,Male,135.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q31,Congenital malformations of larynx,Male,1111.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q32,Congenital malformations of trachea and bronchus,Male,315.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q33,Congenital malformations of lung,Male,236.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q34,Other congenital malformations of respiratory system,Male,68.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q35,Cleft palate,Male,425.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q36,Cleft lip,Male,212.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q37,Cleft palate with cleft lip,Male,829.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q38,"Other congenital malformations of tongue, mouth and pharynx",Male,3846.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q39,Congenital malformations of oesophagus,Male,729.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q40,Other congenital malformations of upper alimentary tract,Male,729.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q41,"Congenital absence, atresia and stenosis of small intestine",Male,124.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q42,"Congenital absence, atresia and stenosis of large intestine",Male,385.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q43,Other congenital malformations of intestine,Male,1722.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q44,"Congenital malformations of gallbladder, bile ducts and liver",Male,348.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q45,Other congenital malformations of digestive system,Male,44.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q50,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",Male,1.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q51,Congenital malformations of uterus and cervix,Male,1.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q52,Other congenital malformations of female genitalia,Male,1.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q53,Undescended testicle,Male,6580.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q54,Hypospadias,Male,3579.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q55,Other congenital malformations of male genital organs,Male,3065.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q56,Indeterminate sex and pseudohermaphroditism,Male,45.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q60,Renal agenesis and other reduction defects of kidney,Male,139.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q61,Cystic kidney disease,Male,801.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q62,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,Male,1287.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q63,Other congenital malformations of kidney,Male,322.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q64,Other congenital malformations of urinary system,Male,924.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q65,Congenital deformities of hip,Male,557.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q66,Congenital deformities of feet,Male,2022.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q67,"Congenital musculoskeletal deformities of head, face, spine and chest",Male,397.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q68,Other congenital musculoskeletal deformities,Male,228.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q69,Polydactyly,Male,743.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q70,Syndactyly,Male,243.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q71,Reduction defects of upper limb,Male,86.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q72,Reduction defects of lower limb,Male,170.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q74,Other congenital malformations of limb(s),Male,395.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q75,Other congenital malformations of skull and face bones,Male,1195.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q76,Congenital malformations of spine and bony thorax,Male,229.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q77,Osteochondrodysplasia with defects of growth of tubular bones and spine,Male,136.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q78,Other osteochondrodysplasias,Male,1118.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q79,"Congenital malformations of the musculoskeletal system, not elsewhere classified",Male,703.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q80,Congenital ichthyosis,Male,52.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q81,Epidermolysis bullosa,Male,173.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q82,Other congenital malformations of skin,Male,1263.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q83,Congenital malformations of breast,Male,18.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q84,Other congenital malformations of integument,Male,44.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q85,"Phakomatoses, not elsewhere classified",Male,978.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q86,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",Male,9.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q87,Other specified congenital malformation syndromes affecting multiple systems,Male,683.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q89,"Other congenital malformations, not elsewhere classified",Male,655.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q90,Down syndrome,Male,275.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q91,Edwards' syndrome and Patau syndrome,Male,37.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q92,"Other trisomies and partial trisomies of the autosomes, not elsewhere classified",Male,24.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q93,"Monosomies and deletions from the autosomes, not elsewhere classified",Male,138.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q95,"Balanced rearrangements and structural markers, not elsewhere classified",Male,3.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q96,Turner syndrome,Male,13.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q97,"Other sex chromosome abnormalities, female phenotype, not elsewhere classified",Male,2.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q98,"Other sex chromosome abnormalities, male phenotype, not elsewhere classified",Male,279.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
Q99,"Other chromosome abnormalities, not elsewhere classified",Male,123.0,"Congenital malformations, deformations and chromosomal abnormalities (Q00–Q99)"
R00,Abnormalities of heart beat,Male,21253.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R01,Cardiac murmurs and other cardiac sounds,Male,374.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R02,"Gangrene, not elsewhere classified",Male,959.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R03,"Abnormal blood-pressure reading, without diagnosis",Male,966.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R04,Haemorrhage from respiratory passages,Male,16663.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R05,Cough,Male,8634.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R06,Abnormalities of breathing,Male,34997.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R07,Pain in throat and chest,Male,143566.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R09,Other symptoms and signs involving the circulatory and respiratory systems,Male,2717.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R10,Abdominal and pelvic pain,Male,107060.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R11,Nausea and vomiting,Male,20532.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R12,Heartburn,Male,1920.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R13,Dysphagia,Male,25134.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R14,Flatulence and related conditions,Male,1563.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R15,Faecal incontinence,Male,792.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R16,"Hepatomegaly and splenomegaly, not elsewhere classified",Male,540.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R17,Unspecified jaundice,Male,2910.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R18,Ascites,Male,5968.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R19,Other symptoms and signs involving the digestive system and abdomen,Male,30599.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R20,Disturbances of skin sensation,Male,4506.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R21,Rash and other nonspecific skin eruption,Male,6844.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",Male,6822.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R23,Other skin changes,Male,2144.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R25,Abnormal involuntary movements,Male,4274.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R26,Abnormalities of gait and mobility,Male,10418.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R27,Other lack of coordination,Male,702.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,Male,70081.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R30,Pain associated with micturition,Male,1323.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R31,Unspecified haematuria,Male,33193.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R32,Unspecified urinary incontinence,Male,2055.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R33,Retention of urine,Male,29455.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R34,Anuria and oliguria,Male,175.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R35,Polyuria,Male,2142.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R36,Urethral discharge,Male,124.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R39,Other symptoms and signs involving the urinary system,Male,6880.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R40,"Somnolence, stupor and coma",Male,2866.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R41,Other symptoms and signs involving cognitive functions and awareness,Male,15631.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R42,Dizziness and giddiness,Male,15999.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R43,Disturbances of smell and taste,Male,38.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R44,Other symptoms and signs involving general sensations and perceptions,Male,1308.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R45,Symptoms and signs involving emotional state,Male,6111.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R46,Symptoms and signs involving appearance and behaviour,Male,1893.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R47,"Speech disturbances, not elsewhere classified",Male,4059.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R48,"Dyslexia and other symbolic dysfunctions, not elsewhere classified",Male,26.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R49,Voice disturbances,Male,560.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R50,Fever of other and unknown origin,Male,18654.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R51,Headache,Male,28742.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R52,"Pain, not elsewhere classified",Male,1620.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R53,Malaise and fatigue,Male,8508.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R54,Senility,Male,3094.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R55,Syncope and collapse,Male,49730.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
R56,"Convulsions, not elsewhere classified",Male,26953.0,"Symptoms, signs and abnormal clinical and laboratory findings (R00–R99)"
